gender,department,department_name,division,assignment_category,employee_position_title,date_first_hired,year_first_hired,salary
F,HHS,Department of Health and Human Services,Medical Assistance Eligibility Services,Fulltime-Regular,Income Assistance Program Specialist II,08/29/1994,1994,83497.98
M,DLC,Department of Liquor Control,IT Administration,Fulltime-Regular,Information Technology Technician III,05/24/1999,1999,73819.32
M,CEC,Community Engagement Cluster,Silver Spring Urban District,Fulltime-Regular,Public Service Worker II,09/17/2008,2008,36651.52
M,CEC,Community Engagement Cluster,Regional Services Centers,Fulltime-Regular,Director Regional Services Center,07/20/2009,2009,161810.0
F,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,05/30/2000,2000,54759.28
M,FRS,Fire and Rescue Services,Station 23,Fulltime-Regular,Firefighter/Rescuer III,01/14/2013,2013,55328.0
M,DLC,Department of Liquor Control,Montrose,Fulltime-Regular,Liquor Store Clerk II,11/19/1997,1997,65439.92
M,DEP,Department of Environmental Protection,Solid Waste Services Operations,Fulltime-Regular,Engineer I,02/23/2015,2015,67902.62
M,DLC,Department of Liquor Control,Stock Liquor and Wine Warehouse Operations,Fulltime-Regular,Supply Technician II,05/20/2013,2013,36363.34
M,FRS,Fire and Rescue Services,Station 1,Fulltime-Regular,Firefighter/Rescuer III,09/02/2008,2008,63493.0
F,BOE,Board of Elections,Director's Office,Fulltime-Regular,Management and Budget Specialist III,10/22/1984,1984,104717.28
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,Community Health Nurse II,01/12/2004,2004,48956.0
M,HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Income Assistance Program Specialist II,08/24/2015,2015,52060.76
F,POL,Department of Police,PSB 4th District Patrol,Fulltime-Regular,Police Officer I,10/06/2014,2014,53788.0
F,OHR,Office of Human Resources,Health and Employee Welfare Division,Fulltime-Regular,Administrative Specialist III,12/12/2016,2016,72000.0
M,FRS,Fire and Rescue Services,Station 3,Fulltime-Regular,Master Firefighter/Rescuer,05/16/2005,2005,77434.0
M,POL,Department of Police,PSB 6th District Patrol,Fulltime-Regular,Master Police Officer,02/01/1999,1999,94099.0
M,HHS,Department of Health and Human Services,Disease Control - Immunization,Fulltime-Regular,Office Services Coordinator,04/02/2007,2007,49338.36
M,POL,Department of Police,PSB 4th District Patrol,Fulltime-Regular,Police Sergeant,01/16/2007,2007,81353.0
F,HHS,Department of Health and Human Services,STD and HIV Services,Parttime-Regular,Program Specialist II,01/10/1994,1994,60950.53
M,POL,Department of Police,PSB 1st District Patrol,Fulltime-Regular,Police Officer III,07/17/2006,2006,72902.0
M,POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,Fulltime-Regular,Photo/Digtal Image Technician,08/20/2007,2007,55014.28
M,POL,Department of Police,PSB 1st District Traffic Squad,Fulltime-Regular,Police Officer III,02/25/1985,1985,92756.7
M,DOT,Department of Transportation,Transportation System Engineering,Fulltime-Regular,Engineer Technician II,08/31/1987,1987,76015.03
M,COR,Correction and Rehabilitation,DS Food Services,Fulltime-Regular,Correctional Dietary Officer II,06/30/2003,2003,62482.02
F,FRS,Fire and Rescue Services,Station 32,Fulltime-Regular,Firefighter/Rescuer III,06/04/2012,2012,63345.0
M,POL,Department of Police,PSB 6th District Patrol,Fulltime-Regular,Police Officer II,01/28/2013,2013,58455.0
F,DLC,Department of Liquor Control,"Licensure, Regulation and Education",Fulltime-Regular,Program Manager II,11/09/2009,2009,91042.52
M,HHS,Department of Health and Human Services,Abused Persons Program,Fulltime-Regular,Therapist I,11/14/2016,2016,56387.0
M,CEC,Community Engagement Cluster,Wheaton Urban District,Fulltime-Regular,Public Service Worker II,10/03/2016,2016,33995.0
M,DLC,Department of Liquor Control,Beer Delivery Operations,Fulltime-Regular,Truck Driver Helper/Warehouse Worker,08/22/2001,2001,39831.74
M,HHS,Department of Health and Human Services,Permanent Supportive Housing,Fulltime-Regular,Social Worker III,09/08/1992,1992,100849.36
M,POL,Department of Police,PSB 1st District Patrol,Fulltime-Regular,Police Officer III,01/14/2002,2002,89620.0
F,HHS,Department of Health and Human Services,Screening and Assessment Services for Children and Adolescents,Fulltime-Regular,Therapist II,11/19/2012,2012,91220.65
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,10/04/2004,2004,43425.63
F,DOT,Department of Transportation,Director's Office,Fulltime-Regular,Program Manager II,06/27/1988,1988,102664.0
M,FRS,Fire and Rescue Services,Station 29,Fulltime-Regular,Firefighter/Rescuer II,03/10/2014,2014,50910.0
M,POL,Department of Police,PSB 6th District Patrol,Fulltime-Regular,Police Officer II,02/24/2014,2014,58455.0
F,LIB,Department of Public Libraries,Marilyn J Praisner Library,Parttime-Regular,Library Aide,11/07/2011,2011,18193.45
M,FRS,Fire and Rescue Services,Rescue 2,Fulltime-Regular,Firefighter/Rescuer II,03/27/2006,2006,64776.0
F,POL,Department of Police,PSB 6th District Patrol,Fulltime-Regular,Police Officer III,07/22/2002,2002,83658.0
M,OCP,Office of Consumer Protection,Investigations,Fulltime-Regular,Investigator III,10/03/1994,1994,105743.92
F,HHS,Department of Health and Human Services,24 Hours Crisis Center,Fulltime-Regular,Behavioral Health Technician,10/30/2000,2000,73296.77
M,DOT,Department of Transportation,Transit Nicholson Ride On,Fulltime-Regular,Bus Operator,03/02/2008,2008,46626.87
M,SHF,Sheriff's Office,Warrant Section,Fulltime-Regular,Deputy Sheriff II,08/12/2013,2013,56580.0
M,FRS,Fire and Rescue Services,Station 35,Fulltime-Regular,Firefighter/Rescuer III,10/17/2005,2005,77787.0
F,HHS,Department of Health and Human Services,Behavioral Health Planning and Management,Fulltime-Regular,Program Manager II,06/25/2007,2007,102664.0
F,HHS,Department of Health and Human Services,Director's Office,Fulltime-Regular,Manager II,04/23/2012,2012,125385.27
M,POL,Department of Police,PSB 1st District Special Assignment Team,Fulltime-Regular,Police Sergeant,01/18/2005,2005,87148.0
M,POL,Department of Police,PSB 3rd District Patrol,Fulltime-Regular,Police Officer I,06/16/2014,2014,53788.0
F,HHS,Department of Health and Human Services,Child Welfare Services,Parttime-Regular,Child Welfare Caseworker,05/08/2000,2000,44301.09
M,COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,Fulltime-Regular,Correctional Officer III (Corporal),01/31/2000,2000,77328.0
M,FRS,Fire and Rescue Services,Station 28,Fulltime-Regular,Firefighter/Rescuer II,07/24/2000,2000,78973.0
F,HHS,Department of Health and Human Services,School Health Services,Fulltime-Regular,Community Health Nurse II,07/28/2014,2014,75737.22
M,DEP,Department of Environmental Protection,Solid Waste Services Operations,Fulltime-Regular,Program Manager I,09/17/2007,2007,93396.0
F,DLC,Department of Liquor Control,"Licensure, Regulation and Education",Fulltime-Regular,Program Manager II,10/10/2000,2000,102664.0
F,HHS,Department of Health and Human Services,STD and HIV Services,Parttime-Regular,Medical Doctor III - Physician,08/26/2013,2013,171386.1
M,DTS,Department of Technology Services,ERP Access Control,Fulltime-Regular,Manager III,10/07/2003,2003,135316.85
M,DOT,Department of Transportation,Director,Fulltime-Regular,Director Department of Transportation,05/08/1989,1989,223492.8
M,POL,Department of Police,PSB 3rd District Patrol,Fulltime-Regular,Police Officer III,01/18/1994,1994,92756.7
M,FRS,Fire and Rescue Services,Station 7,Fulltime-Regular,Master Firefighter/Rescuer,02/26/1990,1990,94006.07
F,POL,Department of Police,FSB Traffic Division School Safety Section,Parttime-Regular,Crossing Guard,05/16/2016,2016,16049.0
M,FRS,Fire and Rescue Services,Station 16,Fulltime-Regular,Firefighter/Rescuer III,02/27/2012,2012,57265.0
M,HHS,Department of Health and Human Services,24 Hours Crisis Center,Fulltime-Regular,Therapist II,06/23/2008,2008,93588.17
F,HHS,Department of Health and Human Services,Aging and Disability Resource Unit,Fulltime-Regular,Client Assistance Specialist,01/10/2000,2000,81066.0
M,DOT,Department of Transportation,Parking Management Engineering and Capital Project Management,Fulltime-Regular,Public Service Worker II,12/17/2012,2012,36386.93
F,FRS,Fire and Rescue Services,Support Services Division,Fulltime-Regular,Office Services Coordinator,11/03/2003,2003,67206.0
M,POL,Department of Police,PSB 5th District Patrol,Fulltime-Regular,Police Sergeant,08/19/1996,1996,107128.71
F,BOE,Board of Elections,Information Technology,Fulltime-Regular,Senior Information Technology Specialist,12/03/2007,2007,97546.52
M,PIO,Office of Public Information,MC311,Fulltime-Regular,Customer Service Representative Trainee,03/21/2016,2016,33395.15
F,HHS,Department of Health and Human Services,24 Hours Crisis Center,Fulltime-Regular,Office Services Coordinator,10/15/1990,1990,69222.18
F,POL,Department of Police,MSB Management and Budget Division,Fulltime-Regular,Program Manager II,12/08/1997,1997,101928.2
M,DGS,Department of General Services,Fleet Management Fleet Services,Fulltime-Regular,Mechanic Technician II,02/09/2004,2004,73247.45
F,POL,Department of Police,MSB Communications Division,Fulltime-Regular,Public Safety Emergency Communications Specialist II,12/16/2013,2013,50272.19
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,05/26/2015,2015,40631.32
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,Community Health Nurse II,08/02/2010,2010,77612.5
M,DTS,Department of Technology Services,Cable Franchise Administration (CTV),Fulltime-Regular,Manager II,08/25/2014,2014,156525.0
M,FRS,Fire and Rescue Services,Station 24,Fulltime-Regular,Firefighter/Rescuer III,09/02/2008,2008,63493.0
M,DPS,Department of Permitting Services,Land Development Permit Processing,Fulltime-Regular,Permit Technician II,09/11/1978,1978,72534.66
F,FRS,Fire and Rescue Services,Emergency Communications Center (ECC),Fulltime-Regular,Firefighter/Rescuer III,05/16/2005,2005,75446.0
M,POL,Department of Police,MSB Information Management and Technology Division,Fulltime-Regular,Police Officer III,02/03/2003,2003,80829.0
F,HHS,Department of Health and Human Services,School Health Services,Fulltime-Regular,Community Health Nurse II,07/28/2015,2015,78128.59
F,POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,Fulltime-Regular,Administrative Specialist I,06/18/2012,2012,62640.89
F,HHS,Department of Health and Human Services,My Turn,Fulltime-Regular,Program Specialist II,03/15/1993,1993,87523.22
M,DTS,Department of Technology Services,ERP Financials,Fulltime-Regular,ERP Functional Business Analyst,08/08/2016,2016,129000.0
F,POL,Department of Police,FSB Traffic Division School Safety Section,Parttime-Regular,Crossing Guard,11/04/2002,2002,22529.52
M,POL,Department of Police,FSB Traffic Division School Safety Section,Parttime-Regular,Crossing Guard,04/06/2015,2015,16610.68
F,DPS,Department of Permitting Services,Land Development,Fulltime-Regular,Office Services Coordinator,07/25/1994,1994,69222.18
M,FRS,Fire and Rescue Services,Station 11,Fulltime-Regular,Firefighter/Rescuer II,09/22/2014,2014,50910.0
M,DGS,Department of General Services,Fleet Automotive Heavy Equipment,Fulltime-Regular,Welder,11/20/1989,1989,76015.03
M,COR,Correction and Rehabilitation,DS MCDC Custody and Security,Fulltime-Regular,Correctional Officer III (Corporal),10/12/2009,2009,58720.0
M,COR,Correction and Rehabilitation,DS MCDC Custody and Security,Fulltime-Regular,Correctional Officer III (Corporal),07/21/2008,2008,60775.0
F,HHS,Department of Health and Human Services,Child Welfare Services,Fulltime-Regular,Social Worker II,06/16/2014,2014,60559.39
M,POL,Department of Police,FSB Traffic Division School Safety Section,Parttime-Regular,Crossing Guard,08/20/2007,2007,19727.77
M,COR,Correction and Rehabilitation,PRRS Facility and Security,Fulltime-Regular,Resident Supervisor III,01/31/2000,2000,89079.0
M,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Transit Coordinator,08/08/1999,1999,69459.43
F,DTS,Department of Technology Services,COO Office - Management Services,Fulltime-Regular,Administrative Specialist I,08/10/1981,1981,76015.03
M,REC,Department of Recreation,Countywide Programs Therapeutics,Fulltime-Regular,Recreation Specialist,04/20/1993,1993,87523.22
F,DEP,Department of Environmental Protection,Water Quality Monitoring and Planning,Fulltime-Regular,Planning Specialist III,04/10/1995,1995,93396.0
F,COR,Correction and Rehabilitation,DS MCDC Custody and Security,Fulltime-Regular,Correctional Supervisor (Sergeant),12/02/1996,1996,94277.96
M,COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,Fulltime-Regular,Correctional Supervisor (Sergeant),05/31/2005,2005,74458.0
M,HHS,Department of Health and Human Services,Cancer and Tobacco Prevention,Fulltime-Regular,Program Manager II,06/11/1990,1990,104717.28
F,LIB,Department of Public Libraries,Aspen Hill Library,Parttime-Regular,Library Assistant I,06/27/1994,1994,30100.72
F,DGS,Department of General Services,Facilities Maintenance,Fulltime-Regular,Administrative Specialist II,02/14/2000,2000,78451.65
F,HHS,Department of Health and Human Services,Child Welfare Services,Fulltime-Regular,Social Worker IV,06/30/2003,2003,87720.27
M,CAT,County Attorney's Office,"Zoning, Land Use and Economic Development",Fulltime-Regular,Manager II,06/26/1994,1994,156525.0
M,SHF,Sheriff's Office,"Civil, Child Support and Criminal Divison",Fulltime-Regular,Deputy Sheriff Captain,01/24/1988,1988,128560.48
M,HHS,Department of Health and Human Services,Contract Team,Fulltime-Regular,Program Manager II,02/17/2009,2009,93738.42
M,POL,Department of Police,HQ Office of the Chief,Fulltime-Regular,Police Lieutenant,06/24/1996,1996,123902.96
F,OLO,Office of Legislative Oversight,Legislative Oversight Staff,Fulltime-Regular,Manager II,01/23/2006,2006,93260.14
M,HHS,Department of Health and Human Services,24 Hours Crisis Center,Fulltime-Regular,Therapist I,12/07/2009,2009,60402.79
F,POL,Department of Police,ISB Criminal Investigations Division 6th District Investigative Section,Fulltime-Regular,Police Officer III,07/16/2007,2007,70435.0
F,DEP,Department of Environmental Protection,Management Services,Fulltime-Regular,Program Manager II,02/02/1986,1986,102664.0
M,DGS,Department of General Services,Facilities Major Programs,Fulltime-Regular,Energy Management Systems Technician,06/24/2002,2002,81066.0
F,HHS,Department of Health and Human Services,Emergency Housing Assistance,Fulltime-Regular,Social Worker II,12/17/2012,2012,67404.1
M,POL,Department of Police,PSB 4th District Community Action Team,Fulltime-Regular,Police Sergeant,03/27/1989,1989,107128.71
M,FRS,Fire and Rescue Services,Station 34,Fulltime-Regular,Firefighter/Rescuer III,09/02/2008,2008,63493.0
M,POL,Department of Police,MSB Training and Education Division,Fulltime-Regular,Police Officer Candidate,07/11/2016,2016,59638.0
M,FRS,Fire and Rescue Services,Station 4,Fulltime-Regular,Fire/Rescue Captain,09/18/1980,1980,129868.06
F,HHS,Department of Health and Human Services,School Health Services,Fulltime-Regular,Community Health Nurse II,09/18/2000,2000,85428.25
F,HHS,Department of Health and Human Services,Child Welfare Services,Fulltime-Regular,Community Services Aide III,02/14/2011,2011,49622.25
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,08/07/1989,1989,57807.08
M,POL,Department of Police,PSB 4th District Patrol,Fulltime-Regular,Police Officer II,01/28/2013,2013,58455.0
F,HHS,Department of Health and Human Services,Cancer and Tobacco Prevention,Fulltime-Regular,Program Specialist II,12/14/2015,2015,58769.89
F,CCL,County Council,Council Members and Staff,Fulltime-Regular,Public Administration Associate,05/05/2014,2014,51021.06
